input_order,module,target,target_owner,target_path,semantic_family,source_reference,source_reference_path,frozen_relpath,source_file_sha256,source_item_sha256,signature_start_line,signature_end_line,body_start_line,body_end_line,enclosing_impl_header,enclosing_impl_start_line,direct_call_count,private_helper_callee_count,generated_target_dependency_count,present_dependency_categories,proof_order_index,proof_tier,proof_tier_reason,source_manifest_relpath,transformation_manifest_relpath,dependency_manifest_relpath,harness_relpath
103,slice,core::slice::split_off_last_mut,core::slice,core::slice::split_off_last_mut,iterator-splitting-and-chunking,core/src/slice/mod.rs:5092,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,8a7346f07fcf4cf6ee992be7812103b22dbed089118e0b60902114b2f63cf6aa,5085,5085,5085,5091,impl<T> [T] {,101,2,0,0,[],31,0,no generated-target callees or detected hard boundary,proof_manifests/103_core_slice_split_off_last_mut/source_body.json,proof_manifests/103_core_slice_split_off_last_mut/transformation_manifest.json,proof_manifests/103_core_slice_split_off_last_mut/dependency_assumption_manifest.json,proof_harnesses/103_core_slice_split_off_last_mut/harness.rs
104,slice,core::slice::split_off_mut,core::slice,core::slice::split_off_mut,iterator-splitting-and-chunking,core/src/slice/mod.rs:4979,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,e1678d19e42198d5c9fc2b61a072aa4dbc114905a60b0f55a3b44bfe37429d46,4972,4975,4975,4991,impl<T> [T] {,101,4,4,0,[],32,0,no generated-target callees or detected hard boundary,proof_manifests/104_core_slice_split_off_mut/source_body.json,proof_manifests/104_core_slice_split_off_mut/transformation_manifest.json,proof_manifests/104_core_slice_split_off_mut/dependency_assumption_manifest.json,proof_harnesses/104_core_slice_split_off_mut/harness.rs
105,slice,core::slice::splitn,core::slice,core::slice::splitn,iterator-splitting-and-chunking,core/src/slice/mod.rs:2419,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,9a588be232037701d6ad4f191936e5d2be5db5f4a6c22bd0ddfbcc4cbf5c4156,2416,2419,2419,2421,impl<T> [T] {,101,2,0,1,['trait_or_callback'],129,2,depends on other generated targets,proof_manifests/105_core_slice_splitn/source_body.json,proof_manifests/105_core_slice_splitn/transformation_manifest.json,proof_manifests/105_core_slice_splitn/dependency_assumption_manifest.json,proof_harnesses/105_core_slice_splitn/harness.rs
106,slice,core::slice::splitn_mut,core::slice,core::slice::splitn_mut,iterator-splitting-and-chunking,core/src/slice/mod.rs:2445,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,16885c97baf3a651ede1ef9e05515ebca484886eae5f110aee3481bd30b3a7ec,2442,2445,2445,2447,impl<T> [T] {,101,2,0,1,['trait_or_callback'],130,2,depends on other generated targets,proof_manifests/106_core_slice_splitn_mut/source_body.json,proof_manifests/106_core_slice_splitn_mut/transformation_manifest.json,proof_manifests/106_core_slice_splitn_mut/dependency_assumption_manifest.json,proof_harnesses/106_core_slice_splitn_mut/harness.rs
107,slice,core::slice::starts_with,core::slice,core::slice::starts_with,search-prefix-suffix-ordering,core/src/slice/mod.rs:2624,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,9a120d4acce55ba9b7468313ef3db74e272a271fd9d49bd03b04daa3260f4ca3,2619,2622,2622,2625,impl<T> [T] {,101,1,3,0,['trait_or_callback'],75,1,no generated-target callees; trait/callback behavior required,proof_manifests/107_core_slice_starts_with/source_body.json,proof_manifests/107_core_slice_starts_with/transformation_manifest.json,proof_manifests/107_core_slice_starts_with/dependency_assumption_manifest.json,proof_harnesses/107_core_slice_starts_with/harness.rs
108,slice,core::slice::strip_circumfix,core::slice,core::slice::strip_circumfix,search-prefix-suffix-ordering,core/src/slice/mod.rs:2763,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,fe5c9c316e6874a5d08bcb30fbae3ff7c6441e3c725b6b64b15cf5bac2daf953,2757,2762,2762,2764,impl<T> [T] {,101,2,0,1,['trait_or_callback'],131,2,depends on other generated targets,proof_manifests/108_core_slice_strip_circumfix/source_body.json,proof_manifests/108_core_slice_strip_circumfix/transformation_manifest.json,proof_manifests/108_core_slice_strip_circumfix/dependency_assumption_manifest.json,proof_harnesses/108_core_slice_strip_circumfix/harness.rs
109,slice,core::slice::strip_prefix,core::slice,core::slice::strip_prefix,search-prefix-suffix-ordering,core/src/slice/mod.rs:2687,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,cfc16172d92c4c0822978d8c4fe04790a3a74a48caf9ee68198518b17e1c2500,2682,2685,2685,2696,impl<T> [T] {,101,3,3,0,['trait_or_callback'],76,1,no generated-target callees; trait/callback behavior required,proof_manifests/109_core_slice_strip_prefix/source_body.json,proof_manifests/109_core_slice_strip_prefix/transformation_manifest.json,proof_manifests/109_core_slice_strip_prefix/dependency_assumption_manifest.json,proof_harnesses/109_core_slice_strip_prefix/harness.rs
110,slice,core::slice::strip_suffix,core::slice,core::slice::strip_suffix,search-prefix-suffix-ordering,core/src/slice/mod.rs:2723,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,517595475ca76b58663611a50c279eec8e61de8b766685bd38c81d915dba7dfe,2718,2721,2721,2732,impl<T> [T] {,101,3,3,0,['trait_or_callback'],77,1,no generated-target callees; trait/callback behavior required,proof_manifests/110_core_slice_strip_suffix/source_body.json,proof_manifests/110_core_slice_strip_suffix/transformation_manifest.json,proof_manifests/110_core_slice_strip_suffix/dependency_assumption_manifest.json,proof_harnesses/110_core_slice_strip_suffix/harness.rs
111,slice,core::slice::subslice_range,core::slice,core::slice::subslice_range,raw-pointer-and-provenance,core/src/slice/mod.rs:5321,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,a7deec2b313078cd2025212553c60d1578ed93aac7baa15a11c2749f97fd5421,5315,5315,5315,5337,impl<T> [T] {,101,8,3,1,"['panic_or_bounds', 'raw_pointer_or_provenance']",132,2,depends on other generated targets,proof_manifests/111_core_slice_subslice_range/source_body.json,proof_manifests/111_core_slice_subslice_range/transformation_manifest.json,proof_manifests/111_core_slice_subslice_range/dependency_assumption_manifest.json,proof_harnesses/111_core_slice_subslice_range/harness.rs
112,slice,core::slice::swap,core::slice,core::slice::swap,mutation-frame-and-permutation,core/src/slice/mod.rs:908,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,c3f8424d1011b9a80d253d3b0b7f467d6f7a747890ca31eb841f3232d5da29da,905,905,905,917,impl<T> [T] {,101,1,0,0,"['raw_pointer_or_provenance', 'unsafe']",78,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/112_core_slice_swap/source_body.json,proof_manifests/112_core_slice_swap/transformation_manifest.json,proof_manifests/112_core_slice_swap/dependency_assumption_manifest.json,proof_harnesses/112_core_slice_swap/harness.rs
113,slice,core::slice::swap_with_slice,core::slice,core::slice::swap_with_slice,mutation-frame-and-permutation,core/src/slice/mod.rs:4429,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,679e07be477f68c32a5245c6034d010fdf73eb5bc7b68fc3fbfdefb56cdb515a,4422,4422,4422,4430,impl<T> [T] {,101,4,3,1,"['panic_or_bounds', 'raw_pointer_or_provenance', 'unsafe']",133,2,depends on other generated targets,proof_manifests/113_core_slice_swap_with_slice/source_body.json,proof_manifests/113_core_slice_swap_with_slice/transformation_manifest.json,proof_manifests/113_core_slice_swap_with_slice/dependency_assumption_manifest.json,proof_harnesses/113_core_slice_swap_with_slice/harness.rs
114,slice,core::slice::trim_ascii,core::slice,core::slice::trim_ascii,ascii-byte-sequence,core/src/slice/ascii.rs:308,core/src/slice/ascii.rs,frozen_inputs/slice/rust-core-slice/ascii.rs,e98bab9c6bddec3faca332ae836218d3219f7c6ff1b8f307d9ba0cbcceb09fea,fffd32312dbd4f30bf1104a918ca697fe2f8902d346c2718c334a880bd0bf95d,296,296,296,298,impl [u8] {,10,2,0,1,[],134,2,depends on other generated targets,proof_manifests/114_core_slice_trim_ascii/source_body.json,proof_manifests/114_core_slice_trim_ascii/transformation_manifest.json,proof_manifests/114_core_slice_trim_ascii/dependency_assumption_manifest.json,proof_harnesses/114_core_slice_trim_ascii/harness.rs
115,slice,core::slice::trim_ascii_end,core::slice,core::slice::trim_ascii_end,ascii-byte-sequence,core/src/slice/ascii.rs:274,core/src/slice/ascii.rs,frozen_inputs/slice/rust-core-slice/ascii.rs,e98bab9c6bddec3faca332ae836218d3219f7c6ff1b8f307d9ba0cbcceb09fea,68e32185388f1041ca1b0731847a298f3216158d80a664301c19ce74d930a94b,266,266,266,278,impl [u8] {,10,1,0,0,[],33,0,no generated-target callees or detected hard boundary,proof_manifests/115_core_slice_trim_ascii_end/source_body.json,proof_manifests/115_core_slice_trim_ascii_end/transformation_manifest.json,proof_manifests/115_core_slice_trim_ascii_end/dependency_assumption_manifest.json,proof_harnesses/115_core_slice_trim_ascii_end/harness.rs
116,slice,core::slice::trim_ascii_start,core::slice,core::slice::trim_ascii_start,ascii-byte-sequence,core/src/slice/ascii.rs:241,core/src/slice/ascii.rs,frozen_inputs/slice/rust-core-slice/ascii.rs,e98bab9c6bddec3faca332ae836218d3219f7c6ff1b8f307d9ba0cbcceb09fea,7ba3fc3f1435f90eaacea528726c4bac3aba3ac2811679fe61b51ea7ef440197,237,237,237,249,impl [u8] {,10,1,0,0,[],34,0,no generated-target callees or detected hard boundary,proof_manifests/116_core_slice_trim_ascii_start/source_body.json,proof_manifests/116_core_slice_trim_ascii_start/transformation_manifest.json,proof_manifests/116_core_slice_trim_ascii_start/dependency_assumption_manifest.json,proof_harnesses/116_core_slice_trim_ascii_start/harness.rs
117,slice,core::slice::utf8_chunks,core::slice,core::slice::utf8_chunks,iterator-splitting-and-chunking,core/src/str/lossy.rs:45,core/src/str/lossy.rs,frozen_inputs/slice/rust-core-adjacent/str/lossy.rs,9b11eff024d0e51447aa7d68033fc6b82707bf19783a59e0bf9f3741e2e52a4e,ffddce1e771b6d0e7d63cffd793ae4558987bf1d182ac0eb439ecb87171dd2e8,45,45,45,47,impl [u8] {,8,0,0,0,[],35,0,no generated-target callees or detected hard boundary,proof_manifests/117_core_slice_utf8_chunks/source_body.json,proof_manifests/117_core_slice_utf8_chunks/transformation_manifest.json,proof_manifests/117_core_slice_utf8_chunks/dependency_assumption_manifest.json,proof_harnesses/117_core_slice_utf8_chunks/harness.rs
118,slice,core::slice::windows,core::slice,core::slice::windows,iterator-splitting-and-chunking,core/src/slice/mod.rs:1118,core/src/slice/mod.rs,frozen_inputs/slice/rust-core-slice/mod.rs,58901fa6437dbd4d77c68427bbced0fc3a91a10fdb8bd2e233adf6a9ba27d2d5,ed931884cc8fb0445669da6f6430711f8fcb0484ef814f865ce6502806ea4666,1115,1115,1115,1118,impl<T> [T] {,101,2,0,0,['panic_or_bounds'],36,0,no generated-target callees or detected hard boundary,proof_manifests/118_core_slice_windows/source_body.json,proof_manifests/118_core_slice_windows/transformation_manifest.json,proof_manifests/118_core_slice_windows/dependency_assumption_manifest.json,proof_harnesses/118_core_slice_windows/harness.rs
119,slice,core::slice::write_clone_of_slice,core::slice,core::slice::write_clone_of_slice,maybe-uninit-slice-storage,core/src/mem/maybe_uninit.rs:1223,core/src/mem/maybe_uninit.rs,frozen_inputs/slice/rust-core-adjacent/mem/maybe_uninit.rs,cd1152779de3a6bc96b29997e8a95d3beb9ff1018f99223b429ed0df66baa8ef,e462745e3463480cfc474d3dcdfb86acac33f658f55c9cd12500e44d23ba42a6,1222,1225,1225,1249,impl<T> [MaybeUninit<T>] {,1119,6,3,1,"['maybe_uninit', 'panic_or_bounds', 'raw_pointer_or_provenance', 'trait_or_callback', 'unsafe']",135,2,depends on other generated targets,proof_manifests/119_core_slice_write_clone_of_slice/source_body.json,proof_manifests/119_core_slice_write_clone_of_slice/transformation_manifest.json,proof_manifests/119_core_slice_write_clone_of_slice/dependency_assumption_manifest.json,proof_harnesses/119_core_slice_write_clone_of_slice/harness.rs
120,slice,core::slice::write_copy_of_slice,core::slice,core::slice::write_copy_of_slice,maybe-uninit-slice-storage,core/src/mem/maybe_uninit.rs:1163,core/src/mem/maybe_uninit.rs,frozen_inputs/slice/rust-core-adjacent/mem/maybe_uninit.rs,cd1152779de3a6bc96b29997e8a95d3beb9ff1018f99223b429ed0df66baa8ef,ead2525c17edd52087da54aca316368bd080821aab7238723509ed8dca91ed53,1162,1165,1165,1173,impl<T> [MaybeUninit<T>] {,1119,3,0,1,"['maybe_uninit', 'trait_or_callback', 'unsafe']",136,2,depends on other generated targets,proof_manifests/120_core_slice_write_copy_of_slice/source_body.json,proof_manifests/120_core_slice_write_copy_of_slice/transformation_manifest.json,proof_manifests/120_core_slice_write_copy_of_slice/dependency_assumption_manifest.json,proof_harnesses/120_core_slice_write_copy_of_slice/harness.rs
121,vec,alloc::vec::Drain::as_slice,alloc::vec::Drain,alloc::vec::Drain::as_slice,vec-iterator-adaptor-state,alloc/src/vec/drain.rs:56,alloc/src/vec/drain.rs,frozen_inputs/vec/rust-alloc-vec/vec/drain.rs,a0db920c6c7282cc331ab7ef87973336f72a9317f710015494a85fe70c23ab44,499a0275b9e12deee5d729b3178413319b23ffd95be4e479468c2b244c9fb8d9,56,56,56,58,"impl<'a, T, A: Allocator> Drain<'a, T, A> {",42,1,0,0,[],37,0,no generated-target callees or detected hard boundary,proof_manifests/121_alloc_vec_Drain_as_slice/source_body.json,proof_manifests/121_alloc_vec_Drain_as_slice/transformation_manifest.json,proof_manifests/121_alloc_vec_Drain_as_slice/dependency_assumption_manifest.json,proof_harnesses/121_alloc_vec_Drain_as_slice/harness.rs
122,vec,alloc::vec::IntoIter::as_mut_slice,alloc::vec::IntoIter,alloc::vec::IntoIter::as_mut_slice,vec-iterator-adaptor-state,alloc/src/vec/into_iter.rs:106,alloc/src/vec/into_iter.rs,frozen_inputs/vec/rust-alloc-vec/vec/into_iter.rs,87132ec3ed996091ac45b47649a288e812d40345076f9ff7f0771fb7ca51e1df,d37c9626fa2c73748fd0635410768e7139bfd271e847da808eea70504debe146,106,106,106,108,"impl<T, A: Allocator> IntoIter<T, A> {",75,1,4,0,['unsafe'],79,1,no generated-target callees; unsafe/intrinsic/MaybeUninit boundary required,proof_manifests/122_alloc_vec_IntoIter_as_mut_slice/source_body.json,proof_manifests/122_alloc_vec_IntoIter_as_mut_slice/transformation_manifest.json,proof_manifests/122_alloc_vec_IntoIter_as_mut_slice/dependency_assumption_manifest.json,proof_harnesses/122_alloc_vec_IntoIter_as_mut_slice/harness.rs
123,vec,alloc::vec::IntoIter::as_slice,alloc::vec::IntoIter,alloc::vec::IntoIter::as_slice,vec-iterator-adaptor-state,alloc/src/vec/into_iter.rs:88,alloc/src/vec/into_iter.rs,frozen_inputs/vec/rust-alloc-vec/vec/into_iter.rs,87132ec3ed996091ac45b47649a288e812d40345076f9ff7f0771fb7ca51e1df,67c76644a8b9172e9112aa9eb6e3000069c672ec3095d86f5b8762ed410fa67b,88,88,88,90,"impl<T, A: Allocator> IntoIter<T, A> {",75,3,3,0,"['raw_pointer_or_provenance', 'unsafe']",80,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/123_alloc_vec_IntoIter_as_slice/source_body.json,proof_manifests/123_alloc_vec_IntoIter_as_slice/transformation_manifest.json,proof_manifests/123_alloc_vec_IntoIter_as_slice/dependency_assumption_manifest.json,proof_harnesses/123_alloc_vec_IntoIter_as_slice/harness.rs
124,vec,alloc::vec::Vec::as_mut_ptr,alloc::vec::Vec,alloc::vec::Vec::as_mut_ptr,vec-raw-parts-pointer-provenance,alloc/src/vec/mod.rs:2058,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,56c46d9ef725e15cd271f3f23002feff485277b74e9e73f1bf9b87663be0718b,2022,2022,2022,2026,"impl<T, A: Allocator> Vec<T, A> {",1053,1,0,0,"['allocator', 'raw_pointer_or_provenance']",81,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/124_alloc_vec_Vec_as_mut_ptr/source_body.json,proof_manifests/124_alloc_vec_Vec_as_mut_ptr/transformation_manifest.json,proof_manifests/124_alloc_vec_Vec_as_mut_ptr/dependency_assumption_manifest.json,proof_harnesses/124_alloc_vec_Vec_as_mut_ptr/harness.rs
125,vec,alloc::vec::Vec::as_ptr,alloc::vec::Vec,alloc::vec::Vec::as_ptr,vec-raw-parts-pointer-provenance,alloc/src/vec/mod.rs:1974,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,e6b5492a6b90f7571c01f4c66c9ca718c2b65c5537bc2a4e9d72e607936f93e0,1938,1938,1938,1942,"impl<T, A: Allocator> Vec<T, A> {",1053,1,0,0,"['allocator', 'raw_pointer_or_provenance']",82,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/125_alloc_vec_Vec_as_ptr/source_body.json,proof_manifests/125_alloc_vec_Vec_as_ptr/transformation_manifest.json,proof_manifests/125_alloc_vec_Vec_as_ptr/dependency_assumption_manifest.json,proof_harnesses/125_alloc_vec_Vec_as_ptr/harness.rs
126,vec,alloc::vec::Vec::dedup,alloc::vec::Vec,alloc::vec::Vec::dedup,vec-callback-trace-mutation,alloc/src/vec/mod.rs:3704,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,f9d207cd4e2bf7bc27ee990bdeed6506fd0918a24cec45d2d76f470c6a0eab96,3663,3663,3663,3665,"impl<T: PartialEq, A: Allocator> Vec<T, A> {",3646,1,0,1,[],138,2,depends on other generated targets,proof_manifests/126_alloc_vec_Vec_dedup/source_body.json,proof_manifests/126_alloc_vec_Vec_dedup/transformation_manifest.json,proof_manifests/126_alloc_vec_Vec_dedup/dependency_assumption_manifest.json,proof_harnesses/126_alloc_vec_Vec_dedup/harness.rs
127,vec,alloc::vec::Vec::dedup_by,alloc::vec::Vec,alloc::vec::Vec::dedup_by,vec-callback-trace-mutation,alloc/src/vec/mod.rs:2651,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,212e11a39e3300afff6e81d63ab12640261c138e740e533fbde8008b50cda2cc,2614,2617,2617,2740,"impl<T, A: Allocator> Vec<T, A> {",1053,11,3,1,"['allocator', 'raw_pointer_or_provenance', 'trait_or_callback', 'unsafe']",137,2,depends on other generated targets,proof_manifests/127_alloc_vec_Vec_dedup_by/source_body.json,proof_manifests/127_alloc_vec_Vec_dedup_by/transformation_manifest.json,proof_manifests/127_alloc_vec_Vec_dedup_by/dependency_assumption_manifest.json,proof_harnesses/127_alloc_vec_Vec_dedup_by/harness.rs
128,vec,alloc::vec::Vec::dedup_by_key,alloc::vec::Vec,alloc::vec::Vec::dedup_by_key,vec-callback-trace-mutation,alloc/src/vec/mod.rs:2624,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,88ba485c5727a354c6bb20cbb9e2d74ec616bbf48eebcd39ffda297225fcc49f,2587,2591,2591,2593,"impl<T, A: Allocator> Vec<T, A> {",1053,2,0,1,['trait_or_callback'],139,2,depends on other generated targets,proof_manifests/128_alloc_vec_Vec_dedup_by_key/source_body.json,proof_manifests/128_alloc_vec_Vec_dedup_by_key/transformation_manifest.json,proof_manifests/128_alloc_vec_Vec_dedup_by_key/dependency_assumption_manifest.json,proof_harnesses/128_alloc_vec_Vec_dedup_by_key/harness.rs
129,vec,alloc::vec::Vec::drain,alloc::vec::Vec,alloc::vec::Vec::drain,vec-iterator-adaptor-state,alloc/src/vec/mod.rs:2985,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,bb98ccb2d8f8a925970c71928abbfa1e9a0948d901534b23887b53c292d8a1e1,2948,2951,2951,2976,"impl<T, A: Allocator> Vec<T, A> {",1053,8,3,2,"['raw_pointer_or_provenance', 'trait_or_callback', 'unsafe']",140,2,depends on other generated targets,proof_manifests/129_alloc_vec_Vec_drain/source_body.json,proof_manifests/129_alloc_vec_Vec_drain/transformation_manifest.json,proof_manifests/129_alloc_vec_Vec_drain/dependency_assumption_manifest.json,proof_harnesses/129_alloc_vec_Vec_drain/harness.rs
130,vec,alloc::vec::Vec::extend_from_within,alloc::vec::Vec,alloc::vec::Vec::extend_from_within,vec-sequence-mutation,alloc/src/vec/mod.rs:3597,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,0c19911f3d3d8d69a9eafd73ca4cf5377b9a677d19acc9f3697486a60de509cc,3556,3559,3559,3568,"impl<T: Clone, A: Allocator> Vec<T, A> {",3461,4,13,0,"['allocator', 'trait_or_callback', 'unsafe']",83,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/130_alloc_vec_Vec_extend_from_within/source_body.json,proof_manifests/130_alloc_vec_Vec_extend_from_within/transformation_manifest.json,proof_manifests/130_alloc_vec_Vec_extend_from_within/dependency_assumption_manifest.json,proof_harnesses/130_alloc_vec_Vec_extend_from_within/harness.rs
131,vec,alloc::vec::Vec::extract_if,alloc::vec::Vec,alloc::vec::Vec::extract_if,vec-iterator-adaptor-state,alloc/src/vec/mod.rs:4224,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,5595a6134c0c7591aa806ba37cad0fa913be6fddb6f9baf51ff5ca8db32025b0,4174,4178,4178,4180,"impl<T, A: Allocator> Vec<T, A> {",3983,1,0,0,['trait_or_callback'],84,1,no generated-target callees; trait/callback behavior required,proof_manifests/131_alloc_vec_Vec_extract_if/source_body.json,proof_manifests/131_alloc_vec_Vec_extract_if/transformation_manifest.json,proof_manifests/131_alloc_vec_Vec_extract_if/dependency_assumption_manifest.json,proof_harnesses/131_alloc_vec_Vec_extract_if/harness.rs
132,vec,alloc::vec::Vec::from_raw_parts,alloc::vec::Vec,alloc::vec::Vec::from_raw_parts,vec-raw-parts-pointer-provenance,alloc/src/vec/mod.rs:642,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,15a23750e7d631a39f08207076518c32dfb6ba427fafbc12f8e99e853f68b6de,644,644,644,646,impl<T> Vec<T> {,447,1,1,0,"['allocator', 'raw_pointer_or_provenance', 'unsafe']",85,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/132_alloc_vec_Vec_from_raw_parts/source_body.json,proof_manifests/132_alloc_vec_Vec_from_raw_parts/transformation_manifest.json,proof_manifests/132_alloc_vec_Vec_from_raw_parts/dependency_assumption_manifest.json,proof_harnesses/132_alloc_vec_Vec_from_raw_parts/harness.rs
133,vec,alloc::vec::Vec::insert_mut,alloc::vec::Vec,alloc::vec::Vec::insert_mut,vec-sequence-mutation,alloc/src/vec/mod.rs:2340,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,4d716dfec4bab6544a9b10500da224f4e21b4bbd7318b53e39c21c966554878f,2303,2303,2303,2339,"impl<T, A: Allocator> Vec<T, A> {",1053,15,25,2,"['allocator', 'panic_or_bounds', 'raw_pointer_or_provenance', 'unsafe']",141,2,depends on other generated targets,proof_manifests/133_alloc_vec_Vec_insert_mut/source_body.json,proof_manifests/133_alloc_vec_Vec_insert_mut/transformation_manifest.json,proof_manifests/133_alloc_vec_Vec_insert_mut/dependency_assumption_manifest.json,proof_harnesses/133_alloc_vec_Vec_insert_mut/harness.rs
134,vec,alloc::vec::Vec::into_boxed_slice,alloc::vec::Vec,alloc::vec::Vec::into_boxed_slice,vec-slice-boxed-slice-conversion,alloc/src/vec/mod.rs:1731,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,9e01645b7eb77565f8c9119a9d5c258092a94b937fe775ec0227e0be20e18f44,1733,1733,1733,1741,"impl<T, A: Allocator> Vec<T, A> {",1053,6,11,0,"['allocator', 'maybe_uninit', 'raw_pointer_or_provenance', 'unsafe']",86,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/134_alloc_vec_Vec_into_boxed_slice/source_body.json,proof_manifests/134_alloc_vec_Vec_into_boxed_slice/transformation_manifest.json,proof_manifests/134_alloc_vec_Vec_into_boxed_slice/dependency_assumption_manifest.json,proof_harnesses/134_alloc_vec_Vec_into_boxed_slice/harness.rs
135,vec,alloc::vec::Vec::into_flattened,alloc::vec::Vec,alloc::vec::Vec::into_flattened,vec-sequence-mutation,alloc/src/vec/mod.rs:3633,alloc/src/vec/mod.rs,frozen_inputs/vec/rust-alloc-vec/vec/mod.rs,cd69f6ef4cf398ff6665c5f3ea428b652755d0e0aea004402e076f6af6a56400,819497addbe0c00e81fdf0ed2bd3c5755a0e7b9be36f4fd8d11b50d72eef342b,3592,3592,3592,3611,"impl<T, A: Allocator, const N: usize> Vec<[T; N], A> {",3571,5,0,0,"['allocator', 'intrinsic', 'panic_or_bounds', 'raw_pointer_or_provenance', 'unsafe']",87,1,no generated-target callees; allocator/raw-pointer boundary required,proof_manifests/135_alloc_vec_Vec_into_flattened/source_body.json,proof_manifests/135_alloc_vec_Vec_into_flattened/transformation_manifest.json,proof_manifests/135_alloc_vec_Vec_into_flattened/dependency_assumption_manifest.json,proof_harnesses/135_alloc_vec_Vec_into_flattened/harness.rs
